char,total_strokes,radical,meaning,category,components,all_radicals
藭,18,140.15,Ligusticum chuanxiong rhizome,Traditional,"('艹', '窮')","['身', '穴', '艸', '弓']"
荙,9,140.6,Plantago major,Simplified,"('艹', '达')","['大', '艸', '辵']"
蘅,19,140.16,"a fragrant plant with a medicinal root, a type of wild ginger",Both,"('艹', '衡')","['刀', '大', '田', '艸', '行']"
茛,9,140.6,ranunculus,Both,"('艹', '艮')","['艮', '艸']"
蕘,15,140.12,"fuel, firewood; stubble",Traditional,"('艹', '堯')","['土', '一', '艸', '儿']"
蓗,13,140.10,a plant; five-fold,Both,"('艹', '徒')","['彳', '艸', '走']"
蒎,12,140.9,pinene,Both,"('艹', '派')","['匚', '水', '艸', '⺁']"
蕣,15,140.12,hibiscus,Both,"('艹', '舜')","['冖', '舛', '艸', '爪']"
苞,8,140.5,"a variety of rush; firm, enduring; to burst forth",Both,"('艹', '包')","['勹', '己', '艸']"
萊,11,140.8,"goosefoot, weed; fallow field",Traditional,"('艹', '來')","['人', '木', '艸']"
蔚,14,140.11,"luxuriant, thick; ornamental",Both,"('艹', '尉')","['艸', '尸', '寸', '示']"
薾,17,140.14,luxuriant growth of flower,Unknown,"('艹', '爾')","['八', '巾', '丨', '爻', '一', '艸']"
萩,12,140.9,scandent hop; tree,Both,"('艹', '秋')","['禾', '火', '艸']"
葖,12,140.9,"radish, turnip",Both,"('艹', '突')","['穴', '艸', '犬']"
蘆,19,140.16,"rushes, reeds",Traditional,"('艹', '盧')","['虍', '田', '艸', '皿']"
营,11,140.8,"encampment, barracks; manage",Simplified,"('艹', '吕')","['冖', '艸', '口']"
芰,7,140.4,water caltrop,Both,"('艹', '支')","['支', '艸']"
芔,9,140.3,a general term for plants,Both,"('屮', None)","['屮', '艸']"
芚,7,140.4,green sprout; foolish,Both,"('艹', '屯')","['十', '艸', '屮', '乙']"
茧,9,140.6,"cocoon; callus, blister",Simplified,"('艹', '虫')","['虫', '艸']"
蔥,14,140.11,"scallions, onions, leeks",Traditional,"('艹', '悤')","['心', '丶', '夂', '囗', '艸']"
荼,10,140.7,"thistle, sowthistle; bitter",Both,"('艹', '余')","['干', '人', '艸', '小']"
萁,11,140.8,"beakstalk, stalks of pulse",Both,"('艹', '其')","['一', '甘', '八', '艸']"
莦,10,140.7,jungle grass; lair,Both,"('艹', '肖')","['月', '艸', '小']"
蒡,13,140.10,"burdock, herb",Both,"('艹', '旁')","['八', '冖', '亠', '方', '艸']"
菪,11,140.8,henbane,Both,"('艹', '宕')","['宀', '艸', '石']"
蔗,14,140.11,sugar cane,Both,"('艹', '庶')","['广', '火', '廾', '艸']"
蕋,15,140.12,"unopened flowers, flower buds",Both,"('艹', '歮')","['止', '艸']"
葶,12,140.9,Draba nemerosa,Both,"('艹', '亭')","['冖', '亠', '口', '一', '艸', '亅']"
蓉,13,140.10,"hibiscus; Chengdu, Sichuan",Both,"('艹', '容')","['宀', '艸', '谷']"
荃,9,140.6,aromatic herb; fine cloth,Both,"('艹', '全')","['人', '玉', '艸']"
薟,16,140.13,vine,Traditional,"('艹', '僉')","['一', '人', '艸']"
草,9,140.6,"grass, straw, thatch, herbs",Both,"('艹', '早')","['日', '十', '艸']"
薯,16,140.14,"yam, tuber, potato",Both,"('艹', '署')","['日', '网', '艸', '老']"
蒺,13,140.10,furze; gorse,Both,"('艹', '疾')","['艸', '疒', '矢']"
荨,9,140.6,nettle,Simplified,"('艹', '寻')","['艸', '寸', '彐']"
苋,7,140.4,amaranth,Simplified,"('艹', '见')","['见', '艸']"
蕂,15,140.12,sesame,Both,"('艹', '勝')","['二', '八', '丨', '月', '艸', '力']"
药,9,140.6,leaf of Dahurian angelica plant; medicine,Simplified,"('艹', '约')","['勹', '丶', '艸', '纟']"
蒂,12,140.9,peduncle or stem of plants,Both,"('艹', '帝')","['八', '巾', '冖', '亠', '艸']"
蓴,14,140.11,Brasenia schreberi,Traditional,"('艹', '專')","['丨', '寸', '十', '日', '艸']"
蒈,12,140.9,carane,Both,"('艹', '皆')","['比', '白', '艸']"
菓,11,140.8,"fruits, nuts, berries",Both,"('艹', '果')","['艸', '田', '木']"
芣,7,140.4,medicinal plant,Both,"('艹', '不')","['丿', '一', '艸', '卜']"
薨,16,140.13,death of prince; swarming,Both,"('苜*', '死')","['歹', '匕', '冖', '网', '艸']"
苐,8,140.5,"sequence, number; grade, degree",Both,"('艹', '𢎨')","['丨', '弓', '艸']"
茨,9,140.6,"thatching; caltrop, Tribulus terrestris",Both,"('艹', '次')","['欠', '艸', '冫']"
荤,9,140.6,meat diet; strong smelling,Simplified,"('艹', '车')","['冖', '车', '艸']"
蔛,14,140.11,a small orchid-like plant it bears white flowers a dendrobium,Both,"('艹', '斛')","['角', '艸', '斗']"
葷,12,140.9,meat diet; strong smelling,Traditional,"('艹', '車')","['冖', '車', '艸']"
蒴,13,140.10,seed (capsule),Both,"('艹', '朔')","['八', '屮', '月', '一', '艸']"
蓄,13,140.10,"store, save, hoard, gather",Both,"('艹', '畜')","['玄', '田', '艸']"
葑,12,140.9,the rape-turnip,Both,"('艹', '封')","['土', '艸', '寸']"
萆,11,140.8,the castor-oil plant,Both,"('艹', '卑')","['二', '丶', '丨', '十', '艸', '冂']"
薽,16,140.14,a bright blue orchid that grows in south China,Both,"('艹', '甄')","['瓦', '土', '艸', '襾']"
茷,9,140.6,flutter; flower,Both,"('艹', '伐')","['人', '戈', '艸']"
蒜,13,140.10,garlic,Both,"('艹', '祘')","['艸', '示']"
蕗,16,140.12,genus Leucaena; butterbur; Petasites japonicus,Both,"('艹', '路')","['口', '艸', '夂', '⻊']"
蘋,19,140.16,apple,Traditional,"('艹', '頻')","['丿', '止', '小', '頁', '艸']"
荑,9,140.6,sprouts; tares,Both,"('艹', '夷')","['大', '艸', '弓']"
莉,10,140.7,white jasmine,Both,"('艹', '利')","['禾', '刀', '艸']"
葉,12,140.9,"leaf, petal; page of book; period",Traditional,"('艹', '枼')","['廾', '木', '艸']"
芷,7,140.4,angelica,Both,"('艹', '止')","['止', '艸']"
蔦,14,140.11,the convolvulus; parasitic plants such as mistletoe; Ribes ambiguum,Traditional,"('艹', '鳥')","['鳥', '艸']"
韮,12,179.4 140.9,"scallion, leek",Both,"('艹', '韭')","['艸', '韭']"
芟,7,140.4,"mow, cut; weed out; scythe",Both,"('艹', '殳')","['艸', '殳']"
蔷,14,140.11,rose,Simplified,"('艹', '啬')","['土', '囗', '八', '艸']"
萬,12,114.8 140.9,ten thousand; innumerable,Traditional,"('艹', '禺')","['二', '禸', '丨', '艸', '冂']"
苘,8,140.5,Indian mallow,Unknown,"('艹', '冋')","['口', '艸', '冂']"
蔑,14,140.11,"disdain, disregard; slight",Both,"('艹', '𥅛')","['丶', '厂', '戈', '网', '艸']"
蕒,15,140.12,"used in plant names such as for Sonchus brachyotus, Ixeridium dentatum",Traditional,"('艹', '買')","['貝', '网', '艸']"
苑,8,140.5,"pasture, park, garden; mansion",Both,"('艹', '夗')","['艸', '乙', '夕']"
蔉,14,140.11,earth up,Traditional,"('艹', '袞')","['亠', '八', '艸', '口']"
葈,12,140.9,Xanthium strumarium,Unknown,"('艹', '枲')","['厶', '木', '艸', '口']"
蓥,13,140.10,polish,Simplified,"('艹', '金')","['冖', '金', '艸']"
蕻,16,140.13,budding,Both,"('艹', '7?共')","['長', '一', '八', '艸']"
薗,16,140.13,"garden; park, orchard",Unknown,"('艹', '園')","['土', '囗', '艸', '口']"
苙,8,140.5,a pig-sty; a kind of medicinal plant,Both,"('艹', '立')","['艸', '立']"
蔧,14,140.11,a type of grass,Both,"('艹', '彗')","['艸', '彐']"
萱,12,140.9,"day-lily, Hemerocallis flava",Both,"('艹', '宣')","['宀', '一', '艸', '日']"
苁,7,140.4,"Cistanche deserticola, desert-broomrape",Simplified,"('艹', '从')","['人', '艸']"
苠,8,140.5,grow and ripen slowly,Both,"('艹', '民')","['一', '己', '艸']"
菌,11,140.8,"mushroom; germ, microbe",Both,"('艹', '囷')","['禾', '囗', '艸']"
菀,11,140.8,luxuriance of growth,Both,"('艹', '宛')","['宀', '艸', '乙', '夕']"
蓊,13,140.10,luxuriant vegetation; lush,Both,"('艹', '翁')","['厶', '羽', '八', '艸']"
薉,16,140.13,"dirty, unclean; immoral, obscene",Traditional,"('艹', '歲')","['止', '丿', '厂', '戈', '小', '一', '艸']"
蒇,12,140.9,"finish, complete; solve; complete",Simplified,"('艹', '戊贝')","['艸', '戈', '贝', '厂']"
蘩,20,140.17,Artemisia stelleriana,Both,"('艹', '繁')","['丿', '糸', '毋', '一', '艸', '攴']"
茝,10,140.7,(archaic) an aromatic grass,Both,"('艹', '𦣞')","['匚', '艸', '口']"
茫,9,140.6,"vast, boundless, widespread",Both,"('艹', '汒')","['水', '丶', '匸', '艸']"
蒨,13,140.10,"lush vegetation, luxuriant growth",Both,"('艹', '倩')","['人', '青', '艸']"
荸,10,140.7,water chestnut,Both,"('艹', '孛')","['冖', '十', '艸', '子']"
蘞,20,140.17,"wild vine, Vitis pentaphylla",Traditional,"('艹', '斂')","['一', '人', '艸', '攴']"
葯,12,140.9,orris root; leaf of the iris; medicine,Traditional,"('艹', '約')","['勹', '丶', '糸', '艸']"
茏,8,140.5,tall grass; water-weeds,Simplified,"('艹', '龙')","['艸', '龙']"
茗,9,140.6,tea; tea plant,Both,"('艹', '名')","['艸', '口', '夕']"
蓟,13,140.10,"genus Cirsium, thistles; surname",Simplified,"('艹', '魝*')","['鱼', '刀', '艸']"
蕐,15,140.12,"splendor, glory; China",Both,"('艹', '')","['二', '人', '丨', '一', '艸']"
蒞,13,140.10,"reach, arrive; manage",Traditional,"('艹', '涖')","['人', '艸', '水', '立']"
菟,11,140.8,dodder; creeper,Both,"('艹', '兔')","['丶', '乙', '刀', '丨', '艸', '口']"
蕡,15,140.12,"luxurious, abundant; hemp seeds",Traditional,"('艹', '賁')","['十', '艸', '貝']"
荏,9,140.6,"beans; soft, pliable; herb",Both,"('艹', '任')","['人', '艸', '士']"
菔,11,140.8,turnip,Both,"('艹', '服')","['月', '又', '艸', '卩']"
荔,9,140.6,lichee,Both,"('艹', '劦')","['艸', '力']"
藇,16,140.14,fine,Traditional,"('艹', '與')","['八', '丨', '臼', '一', '艸']"
葦,12,140.9,reed,Traditional,"('艹', '韋')","['艸', '韋']"
蒐,12,140.10,"collect, gather, assemble; seek; spring hunt; assemble for war",Traditional,"('艹', '鬼')","['鬼', '艸']"
莰,10,140.7,"bornane, camphane",Both,"('艹', '坎')","['土', '欠', '艸']"
荚,9,140.6,pods of leguminous plants; pods,Simplified,"('艹', '夹')","['人', '八', '艸', '二']"
莖,10,140.7,"stem, stalk",Traditional,"('艹', '巠')","['一', '川', '艸', '工']"
茴,9,140.6,"fennel, aniseed",Both,"('艹', '回')","['囗', '艸']"
蘿,22,140.19,type of creeping plant; turnip,Traditional,"('艹', '羅')","['隹', '糸', '网', '艸']"
茇,8,140.5,"grass, thatch",Both,"('艹', '犮')","['丿', '丶', '又', '一', '艸']"
菑,11,140.8,to weed grass; land which has been under cultivation for one year,Both,"('艹', '甾')","['川', '田', '艸']"
蔆,14,140.11,"water-chestnut, water caltrop",Unknown,"('艹', '淩')","['土', '八', '水', '夂', '艸']"
茘,9,140.6,"a scallion, small onion",Unknown,"('艹', '刕')","['刀', '艸']"
萃,11,140.8,"dense, thick, close-set; to collect together; hexagram ䷬",Both,"('艹', '卒')","['十', '亠', '艸', '人']"
蘢,19,140.16,tall grass; water-weeds,Traditional,"('艹', '龍')","['龍', '艸']"
蓫,13,140.11,dock,Both,"('艹', '逐')","['豕', '艸', '辵']"
蒔,13,140.10,"transplant; plant; dill, Anethum graveolens",Traditional,"('艹', '時')","['日', '土', '艸', '寸']"
萏,11,140.8,lotus,Both,"('艹', '臽')","['臼', '刀', '艸']"
萲,12,140.9,"the day-lily, Hemerocallis flava",Both,"('艹', '爰')","['又', '爪', '干', '艸', '亅']"
藝,18,140.15,"art; talent, ability; craft",Traditional,"('蓺', '云')","['丿', '土', '丶', '八', '二', '厶', '艸']"
芮,7,140.4,"tiny, small; water's edge",Both,"('艹', '内')","['人', '艸', '冂']"
葙,12,140.9,feather cockscomb (Celosia argentea),Both,"('艹', '相')","['目', '木', '艸']"
薖,14,140.13,"empty, hungry-looking",Traditional,"('艹', '過')","['口', '艸', '冂', '辵']"
藤,18,140.15,"rattan, cane; creeper plant",Both,"('艹', '滕')","['二', '八', '水', '丨', '月', '艸']"
菐,12,140.8,a thicket,Both,"('业', '羌')","['羊', '一', '八']"
葓,12,140.9,"Polygonum orientale, prince's feather'",Both,"('艹', '洪')","['一', '水', '八', '艸']"
荮,9,140.6,"to wrap with grass, bundle",Simplified,"('艹', '纣')","['艸', '寸', '纟']"
蒖,13,140.10,plant name,Unknown,"('艹', '真')","['八', '十', '目', '一', '艸']"
蒹,13,140.10,"reed, Phragmites communis",Both,"('艹', '兼')","['一', '八', '艸', '彐']"
莝,10,140.7,to chop straw fine for animals,Both,"('艹', '坐')","['土', '艸', '人']"
蔌,14,140.11,vegetables,Both,"('艹', '欶')","['欠', '木', '艸', '口']"
薷,17,140.14,Elshotria paltrini,Both,"('艹', '需')","['而', '艸', '雨']"
苣,7,140.5,kind of lettuce,Both,"('艹', '巨')","['匚', '艸']"
鿒,9,140.6,caraway,Simplified,,[]
塟,12,32.10 140.9,to bury,Both,"('卄', '㘸')","['土', '艸', '匕', '歹']"
荬,9,140.6,a plant name,Simplified,"('艹', '买')","['丶', '大', '艸', '乙']"
莘,10,140.7,long; numerous; wild ginger,Both,"('艹', '辛')","['艸', '辛']"
葬,12,140.9,"bury, inter",Both,"('艹', '死廾')","['艸', '匕', '歹']"
苔,8,140.5,"moss, lichen",Simplified,"('艹', '台')","['厶', '艸', '口']"
虋,29,140.25,asparagus a variety of red-stalked millet,Both,"('艹', '釁')","['八', '刀', '酉', '冖', '冂', '臼', '一', '艸', '口']"
苶,8,140.5,weary; tired,Both,"('艹', '尒')","['人', '艸', '小']"
蓯,14,140.11,"Cistanche deserticola, desert broomrape",Traditional,"('艹', '從')","['人', '彳', '艸', '止']"
莒,9,140.7,a Zhou-dynasty vassal state in modern Shandong; (archaic) taro,Both,"('艹', '呂')","['艸', '口']"
蔴,14,140.11,hemp; sesame; applied to other plants furnishing textile fibres,Both,"('艹', '麻')","['艸', '麻']"
蓬,13,140.11,type of raspberry; fairyland,Both,"('艹', '逢')","['二', '夂', '丨', '一', '艸', '辵']"
苅,7,140.4,"cut off, reap, mow; sickle",Unknown,"('艹', '刈')","['丿', '刀', '艸']"
藪,18,140.15,"marsh, swamp; wild country; clump of trees or bushes",Traditional,"('艹', '數')","['女', '十', '口', '艸', '攴']"
藦,18,140.15,edible mushrooms,Both,"('艹', '摩')","['艸', '麻', '手']"
荊,9,140.6,thorns; brambles; my wife; cane,Traditional,"('艹', '刑')","['一', '刀', '廾', '艸']"
荇,9,140.6,"a water plant, Nymphoides peltalum",Both,"('艹', '行')","['艸', '行']"
蒱,13,140.10,gambling game with dice,Both,"('艹', '捕')","['丶', '手', '用', '十', '艸']"
菹,11,140.8,salted or pickled vegetables,Both,"('艹', '沮')","['月', '一', '水', '艸']"
蕑,15,140.12,"Valeriana villosa, climbing plant",Traditional,"('艹', '閒')","['月', '艸', '門']"
藄,17,140.14,edible fern,Both,"('艹', '綦')","['八', '糸', '一', '甘', '艸']"
菂,11,140.8,lotus seeds,Both,"('艹', '的')","['勹', '丶', '白', '艸']"
蘴,21,140.18,young shoots of the rapeturnip,Unknown,"('艹', '豐')","['山', '艸', '豆']"
荩,9,140.6,a kind of weed; faithfulness,Simplified,"('艹', '尽')","['丶', '尸', '艸']"
蕞,15,140.12,"little, small, tiny; petty",Both,"('艹', '最')","['又', '曰', '艸', '耳']"
荪,9,140.6,"aromatic grass; iris, flower",Simplified,"('艹', '孙')","['子', '艸', '小']"
莙,10,140.7,species of water plant,Both,"('艹', '君')","['丨', '艸', '口', '彐']"
蒸,13,86.10 140.10,steam; evaporate,Both,"('艹', '烝')","['火', '水', '一', '艸', '乙']"
葤,12,140.9,"to wrap with grass, bundle",Traditional,"('艹', '紂')","['艸', '糸', '寸']"
蕆,15,140.12,"finish, complete; solve; complete",Traditional,"('艹', '戊貝')","['貝', '艸', '戈', '厂']"
蕴,15,140.12,"to collect, gather, store; profound",Simplified,"('艹', '缊')","['日', '艸', '皿', '纟']"
蒟,13,140.10,betel pepper; Amorphophallus konjac,Both,"('艹', '竘')","['勹', '艸', '立', '口']"
菜,11,140.8,"vegetables; dish, order; food",Both,"('艹', '采')","['木', '艸', '爪']"
莊,10,140.7,"village, hamlet; villa; surname",Traditional,"('艹', '壯')","['爿', '艸', '士']"
菠,11,140.8,spinach and similar greens,Both,"('艹', '波')","['皮', '水', '艸']"
萴,12,140.9,medicinal poison plant,Traditional,"('艹', '則')","['貝', '刀', '艸']"
芊,6,140.3,exuberant and vigorous foliage,Both,"('艹', '千')","['十', '艸']"
苯,8,140.5,benzene; luxuriant,Both,"('艹', '本')","['一', '木', '艸']"
蕝,15,140.12,handful,Traditional,"('艹', '絕')","['色', '糸', '艸']"
蘺,21,140.19,Gracilaria verrucosa,Traditional,"('艹', '離')","['凵', '禸', '丿', '隹', '亠', '艸']"
苛,8,140.5,"small, petty; harsh, rigorous",Both,"('艹', '可')","['一', '口', '艸', '亅']"
苉,7,140.4,picene,Both,"('艹', '匹')","['匚', '艸', '儿']"
藶,19,140.16,Draba nemorosa,Traditional,"('艹', '歷')","['禾', '止', '艸', '厂']"
茀,8,140.5,"overgrown with grass, weedy",Both,"('艹', '弗')","['弓', '艸']"
薢,16,140.13,woody climbing plant,Unknown,"('艹', '解')","['牛', '角', '刀', '艸']"
苏,7,140.4,"revive, resurrect; a species of thyme; transliteration of 'Soviet'",Both,"('艹', '办')","['八', '艸', '力']"
菾,11,140.8,beet,Both,"('艹', '忝')","['一', '丨', '大', '艸']"
蔲,14,140.11,nutmeg,Both,"('艹', '宼')","['二', '儿', '宀', '艸', '攴']"
莨,10,140.7,"herb, Scopolia japonica",Both,"('艹', '良')","['艮', '丶', '艸']"
萸,11,140.9,dogwood,Both,"('艹', '臾')","['臼', '人', '艸']"
芿,7,140.5,grass which has been cut and regrown; wild grass,Both,"('艹', '仍')","['丿', '艸', '人']"
荳,10,140.7,"beans, peas; bean-shaped",Both,"('艹', '豆')","['豆', '艸']"
莱,10,140.7,"goosefoot, weed; fallow field",Simplified,"('艹', '来')","['一', '八', '木', '艸']"
芾,7,140.4,flower; small; little; lush,Both,"('艹', '巿')","['十', '艸', '巾']"
茕,8,140.5,alone; without friends or relatives,Simplified,"('艹', '卂')","['冖', '十', '艸', '乙']"
苌,7,140.4,"star fruit, Averrhoa carambola; surname",Simplified,"('艹', '长')","['长', '艸']"
莵,10,140.7,dodder; creeper,Unknown,"('艹', '兎')","['丿', '丶', '乙', '丨', '艸', '口']"
茌,8,140.5,name of a district in Shandong,Both,"('艹', '仕')","['人', '艸', '士']"
菏,11,140.8,river in Shandong province,Both,"('艹', '河')","['亅', '水', '一', '艸', '口']"
荣,9,140.6 75.5,"glory, honor; flourish, prosper",Both,"('艹', '木')","['冖', '木', '艸']"
芻,10,140.4,"mow, cut grass; hay, fodder",Traditional,"('勹屮', None)","['勹', '艸']"
蘊,19,140.16,"collect, gather, store; profound; (Budd.) skandha",Traditional,"('艹', '縕')","['人', '糸', '囗', '皿', '艸']"
苹,8,140.5,artemisia; duckweed; apple,Both,"('艹', '平')","['干', '八', '艸']"
萕,11,140.8,water-chestnuts; caltrop,Unknown,"('艹', '斉')","['文', '艸', '二']"
莚,9,140.7,"bamboo mat; feast, banquet",Both,"('艹', '延')","['止', '廴', '艸']"
藻,19,140.16,"splendid, magnificent; algae",Both,"('艹', '澡')","['水', '木', '艸', '口']"
茦,9,140.6,"thorns, prickles",Unknown,"('艹', '朿')","['木', '艸', '冂']"
蓷,14,140.11,"motherwort, various plants of the genus Leonurus, such as L. sibiricus and L. artemisia",Both,"('艹', '推')","['隹', '艸', '手']"
莺,10,140.7,"oriole, green finch; Sylvia species (various)",Simplified,"('艹', '鸟')","['冖', '鸟', '艸']"
薁,15,140.13,vine,Both,"('艹', '奧')","['宀', '艸', '大', '米']"
荧,9,140.6 86.5,"shine, shimmer; shining, dazzling",Simplified,"('艹', '火')","['冖', '火', '艸']"
蔵,14,140.11,"hide, conceal; hoard, store up",Both,"('茂', '臣')","['艸', '戈', '厂', '臣']"
葺,12,140.9,"thatch; fix, repair; pile up",Both,"('艹', '咠')","['耳', '艸', '口']"
藍,17,140.14,blue; indigo plant; surname,Traditional,"('艹', '監')","['丿', '丶', '臣', '皿', '一', '艸']"
